,Code,Intervention,LIC.original.UC,LIC.PIN,LIC.Coverage,LMIC.original.UC,LMIC.PIN,LMIC.Coverage,LIC.PIN.million,LMIC.PIN.million,Unit Cost,UC Source(s),PIN,PIN Source(s),Coverage,Coverage Source(s)
110,FLH32,Assisted vaginal delivery using vacuum extraction or forceps,17.9,819767,0.01,21.9,1743255,0.03,0.819767,1.743255,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Proportion of deliveries that are “low risk” (Guttmacher ""Adding it up"" report); 
Proportion of these (3.1%) that require assisted delivery (literature)","https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
https://www.uptodate.com/contents/operative-vaginal-delivery","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
111,FLH33,Burr hole to relieve acute elevated intracranial pressure,179,167097,0.01,219,620111,0.03,0.167097,0.620111,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of road injuries and falls (GBD 2016); proportion of these injuries that involve head trauma (literature); 15% average proportion of head trauma resulting in subdural hematoma (literature); assume 50% of subdural hematoma require evacuation,"http://ghdx.healthdata.org/gbd-2016
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2117473/
https://emedicine.medscape.com/article/1137207-overview","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
112,FLH34,Colostomy,179,3314,0.01,219,14661,0.03,0.003314,0.014661,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of colon and rectum cancer (GBD 2016); proportion of incident cases presenting with obstruction (literature); assume 50% require colostomy,"http://ghdx.healthdata.org/gbd-2016
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3577614/","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
113,FLH35,Escharotomy or fasciotomy,179,23391,0.01,219,54962,0.03,0.023391,0.054962,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of injuries due to fire, heat and hot substances (GBD 2016); proportion requiring surgery (literature)","http://ghdx.healthdata.org/gbd-2016
https://www.sciencedirect.com/science/article/pii/S0140673615608200?via%3Dihub","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
114,FLH36,Fracture reduction and placement of external fixator and use of traction for fractures,89.5,1044362,0.01,109.5,3538161,0.03,1.044362,3.538161,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of traumatic fractures: rates by age/sex taken from nationally representative survey from China (Chen W, Lancet Global Health 2017) and applied to other countries (fractures not included in GBD 2016 estimates); 50% displaced (expert opinion)",https://www.sciencedirect.com/science/article/pii/S2214109X1730222X,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
115,FLH37,Hernia repair including emergency surgery,179,215525,0.01,219,1094767,0.03,0.215525,1.094767,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of inguinal, femoral, and abdominal hernia (GBD 2016); proportion “symptomatic” (post hoc assessment of GBD epi visualisation tool hernia model); assume 90% of symptomatic hernia require surgery",http://ghdx.healthdata.org/gbd-2016,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
116,FLH38,Hysterectomy for uterine rupture or intractable postpartum hemorrhage,179,30898,0.01,219,63915,0.03,0.030898,0.063915,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Proportion of live births (Guttmacher ""Adding it up"" report 2014) that are complicated by intractable postpartum hemorrhage (literature)","https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3530254/","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
117,FLH39,Irrigation and debridement of open fractures,179,292369,0.01,219,990509,0.03,0.292369,0.990509,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of traumatic fractures: rates by age/sex taken from nationally representative survey from China (Chen W, Lancet Global Health 2017) and applied to other countries (fractures not included in GBD 2016 estimates); proportion of fractures that are open (literature; average of two sources)","https://www.sciencedirect.com/science/article/pii/S2214109X1730222X
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748867
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3524792/","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
118,FLH4,"Management of eclampsia with magnesium sulfate, including initial stabilization at health centers",49.97,1009192,0.39,62.5,1714507,0.5,1.009192,1.714507,"Darroch, Jacqueline E., and Susheela Singh. ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",,Incidence of eclampsia (GBD 2016),http://ghdx.healthdata.org/gbd-2016,"Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
119,FLH40,"Management of osteomyelitis, including surgical debridement for refractory cases",179,55245,0.01,219,187141,0.03,0.055245,0.187141,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence rates by age and sex of osteomyelitis in Olmstead County, USA (best literature estimate) applied to other countries; assume 50% of cases require surgery",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4642868/,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
120,FLH41,Management of septic arthritis,89.5,110490,0.01,109.5,374283,0.03,0.11049,0.374283,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Assume incidence is the same as incidence of osteomyelitis (no epi studies identified),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4642868/,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
121,FLH42,Relief of urinary obstruction by catheterization or suprapubic cystostomy,17.9,9224,0.01,21.9,31194,0.03,0.009224,0.031194,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of benign prostatic hyperplasia (GBD 2016); rate of surgery (literature),"http://ghdx.healthdata.org/gbd-2016
https://www.sciencedirect.com/science/article/pii/S0039606015002299?via%3Dihub","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
122,FLH43,Removal of gallbladder including emergency surgery,179,398589,0.01,219,1465926,0.03,0.398589,1.465926,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of gallbladder and biliary diseases (GBD 2016); proportion symptomatic (post hoc assessment of GBD epi visualisation tool estimates); assume 90% of symptomatic cases require surgery,http://ghdx.healthdata.org/gbd-2016,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
123,FLH44,"Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)",179,107142,0.01,219,491930,0.03,0.107142,0.49193,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of peptic ulcer disease (GBD 2016); 0.083 rate of surgery (literature); incidence of typhoid perforation added to this (post hoc assessment of GBD epi visualisation tool estimates),"http://ghdx.healthdata.org/gbd-2016
https://www.sciencedirect.com/science/article/pii/S0039606015002299?via%3Dihub","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
124,FLH45,"Resuscitation with advanced life support measures, including surgical airway",NA,NA,NA,NA,NA,NA,NA,NA,Not costed,,NA,NA,,
125,FLH46,Basic skin grafting,179,86823,0.01,219,342929,0.03,0.086823,0.342929,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of road injury and of fire, heat, and hot substances (GBD 2016); rate of surgery extrapolated from escharotomy (literature)","http://ghdx.healthdata.org/gbd-2016
https://www.sciencedirect.com/science/article/pii/S0039606015002299?via%3Dihub","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
126,FLH47,Surgery for filarial hydrocele,89.5,245909,0.01,109.5,469103,0.03,0.245909,0.469103,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of lymphatic filariasis among males (GBD 2016); proportion of cases with “complications” (post hoc assessment of GBD epi visualisation tool estimates),http://ghdx.healthdata.org/gbd-2016,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
127,FLH48,Trauma laparotomy,179,439410,0.01,219,1509335,0.03,0.43941,1.509335,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of injuries (GBD 2016); proportion of road injuries requiring surgery (literature),"http://ghdx.healthdata.org/gbd-2016
https://www.sciencedirect.com/science/article/pii/S0039606015002299?via%3Dihub","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
128,FLH49,Trauma-related amputations,179,119309,0.01,219,409816,0.03,0.119309,0.409816,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of injuries (GBD 2016); proportion of extremity injuries requiring amputation (literature),"http://ghdx.healthdata.org/gbd-2016
https://www.ncbi.nlm.nih.gov/pubmed/27890336","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
129,FLH50,Tube thoracostomy,89.5,1159949,0.01,109.5,3984322,0.03,1.159949,3.984322,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of injuries (GBD 2016); proportion of injury patients requiring admission; proportion of hospitalisations for trauma requiring chest thoracostomy (literature),"http://ghdx.healthdata.org/gbd-2016
https://dash.harvard.edu/bitstream/handle/1/23474146/4581659.pdf?sequence=1
https://www.ncbi.nlm.nih.gov/pubmed/21967410","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
130,FLH51,"Assessment, provision and training in the use of assistive products, including assistive devices for hearing",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
131,FLH52,"Compression therapy for amputations, burns, and vascular or lymphatic disorders",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
132,FLH53,Evaluation and acute management of swallowing dysfunction,6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
133,FLH54,"Fabrication, fitting, and training in the use of prosthetics, orthotics, and splints",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
134,FLH55,"Initial assessment, and prescription, and provision of individualized interventions for musculoskeletal, cardiopulmonary, neurological, speech and communication, and cognitive deficits, including training in preparation for discharge",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
135,FLH552,"Management of maternal sepsis, including early detection at health centers",84.18,2531608,0.29,90.52,5218470,0.5,2.531608,5.21847,"Table 33: Maternal Sepsis (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,Incidence of maternal sepsis (GBD 2016),http://ghdx.healthdata.org/gbd-2016,"Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
136,FLH56,Mobilization activities following acute injury or illness,6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
137,FLH57,"Prevention and relief of refractory suffering and of acute pain related to surgery, serious injury, or other serious, complex or life-limiting health problems",64.36,7498607,0.05,21.23,22257860,0.1,7.498607,22.25786,"DCP3 volume 9 palliative care pkg costs (GAPCPC Lancet paper, deflated to 2012)",NA,Per-capita costing,NA,Expert opinion,NA
138,FLH58,First-level hospital pathology services,NA,NA,NA,NA,NA,NA,NA,NA,Not costed,NA,NA,NA,NA,NA
139,FLH6,"Management of newborn complications, neonatal meningitis, and other very serious infections requiring continuous supportive care (IV fluids, oxygen, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,Costed with neonatal sepsis intervention,NA,NA,NA,NA,NA
140,FLH7,"Management of preterm labor with corticosteroids, including early detection at health centers",33.73,2413827,0.39,36.48,3156179,0.5,2.413827,3.156179,"Darroch, ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",,"Table 5: Incidence of pregnancy (Guttmacher ""Adding it up"" report 2014); proportion occurring pre-term (literature)","https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
http://www.sciencedirect.com/science/article/pii/S0140673612608204","Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
141,FLH8,"Management of labor and delivery in high risk women, including operative delivery (CEmNOC)",248,2422062,0.21,248,9772689,0.26,2.422062,9.772689,Mean cost for caesarean section,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2761777/,"Table 5: Incidence of pregnancy (Guttmacher ""Adding it up"" report 2014); proportion requing c-section (literature)  LI: least developed 6% , LMI:South central asia 11.4 %","https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0148343","Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
142,FLH9,Surgery for ectopic pregnancy,35,394798,0.39,38,291672,0.5,0.394798,0.291672,"Darroch, ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",https://www.guttmacher.org/sites/default/files/report_downloads/aiu-methodology_1.pdf,Proportion of pregnancies that are ectopic (literature),http://www.gfmer.ch/Medical_education_En/PGC_RH_2004/buyukbarak_review.htm,"Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
143,HC1,Early detection and treatment of neonatal pneumonia with oral antibiotics,7.935360825,4513161,0.5105,7.935360825,11572202,0.6621,4.513161,11.572202,Table 3 Oral cost of treatment 769.73 / n(97),https://erj.ersjournals.com/content/35/4/858,Incidence of lower respiratory infection (GBD 2016) adjusted for ratio of deaths due to pneumococcus vs. all lower respiratory deaths (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Countdown to 2015 report: care-seeking for pneumonia,
144,HC10,Screening and management of diabetes in pregnancy (gestational diabetes or preexisting type II diabetes),6.59,40367692,0.04,6.59,85725346,0.31,40.367692,85.725346,CCMH: The cost of initial screening was $6.59,https://www.tandfonline.com/doi/full/10.3109/14767058.2013.765845?scroll=top&needAccess=true,"Table 5: Incidence of pregnancy (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,Coverage of CV/metabolic/respiratory medications (literature),
145,HC11,"Management of labor and delivery in low risk women (BEmNOC), including initial treatment of obstetric or delivery complications prior to transfer",84,10620078,0.21,84,17844152,0.26,10.620078,17.844152,Mean costs in facilities for elective + difficult vaginal deliveries,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2761777/,"Hypertensive disorders of pregnancy (GBD 2016 epi viz) + gestational diabetes (GBD 2016 epi viz) +HIV in pregnancy (Guttmacher, Table 26),+11% of pregnancies under age 20 globally (literature)","http://ghdx.healthdata.org/gbd-2016
https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
http://www.who.int/mediacentre/factsheets/fs364/en/","Met need for BEmNOC (Guttmacher ""Adding it up"" report 2011)",
146,HC12,Detection and treatment of childhood infections with danger signs (IMCI),4.02,126352848,0.5105,4.02,286345908,0.6621,126.352848,286.345908,The cost per child visit managed correctly in IMCI $4.02 ,https://academic.oup.com/heapol/article/20/suppl_1/i69/696586,Population 2-59 months (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Countdown to 2015 report: care-seeking for pneumonia,
147,HC13,"Among all individuals who are known to be HIV positive, immediate ART initiation with regular monitoring of viral load for adherence and development of resistance",360,11831610,0.52,360,11139866,0.43,11.83161,11.139866,Table 2 total first-line regimen cost,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3937113/,"Prevalence of HIV (GBD 2016) minus HIV positive pregnant women (Guttmacher, Table 26)","http://ghdx.healthdata.org/gbd-2016
https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology",Coverage of ART (World Bank),
148,HC14,"Psychological treatment for mood, anxiety, ADHD, and disruptive behavior disorders",44.39,8500670,0.06,75.11,20442146,0.12,8.50067,20.442146,WHO-CHOICE,,Prevalence of ADHD and conduct disorder in ages 0-14 (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE anxiety treatment coverage,
149,HC15,Management of complications following FGM,3.54E-02,36476132,0.39,3.54E-02,86503460,0.5,36.476132,86.50346,"Table 3. Prevalence-based estimates of costs per prevalent case of female genital mutilation, by type, in a modelled cohort of women of reproductive age. Weighted average for Ghana.",https://www.who.int/bulletin/volumes/88/4/09-064808/en/,Prevalence of FGM among females 0-49,http://ghdx.healthdata.org/gbd-2016,"Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
150,HC16,"Post gender-based violence care, including counseling, provision of emergency contraception, and rape-response referral (medical and judicial)",386.23,43387038,0.5,386.23,43387038,0.77,43.387038,43.387038,Table 3 Medical and Judicial costs divided by prevalent cases = $386.23,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3735382/,Prevalence of gender-based violence (WHO GHO); ratio of lifetime prevalence to incidence (literature),NA,"Table 22: ANC1 (% with any care) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
151,HC17,"Syndromic management of common sexual and reproductive tract infections (for example uretheral discharge, genital ulcer, and others) according to WHO guidelines",5.98,87441845,0.4,5.98,198851878,0.5,87.441845,198.851878,Sum of Table 3 lower limit prices (US$),https://academic.oup.com/heapol/article/20/4/222/658681,Incidence of STI excluding HIV (GBD 2016); proportion symptomatic (literature),https://academic.oup.com/heapol/article/20/4/222/658681/The-cost-effectiveness-of-a-competitive-voucher,Expert opinion,NA
152,HC18,Opportunistic screening for cervical cancer using visual inspection or HPV DNA testing and treatment of precancerous lesions with cryotherapy,5.85,21796298,0.1,7.83625,74093869,0.2,21.796298,74.093869,"Assumimg one screening scenario
Screening costs from Table S1, averaged by WB region",https://obgyn.onlinelibrary.wiley.com/doi/full/10.1016/j.ijgo.2014.02.012,Female population aged 20-69 (GBD 2016); divide by 10 (assume 10-yearly screening),http://ghdx.healthdata.org/gbd-2016,Cervical cancer screening coverage (literature),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2429949/figure/pmed-0050132-g001/
153,HC19.1,"For individuals testing positive for hepatitis B and C, assessment of treatment eligibility by trained providers followed by initiation and monitoring of antiviral treatment when indicated",121.76,5606414,0.4,121.76,14695510,0.5,5.606414,14.69551,Table 1 cost of drug treatment ($48) + 2 times the cost of monitoring on treatment ($36.88),https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(16)30101-2/fulltext,Incidence of HBV (GBD 2016) * treatment eligibility (32%) from literature ,"http://ghdx.healthdata.org/gbd-2016
https://www.ncbi.nlm.nih.gov/pubmed/25014233",Expert opinion,
154,HC19.2,"For individuals testing positive for hepatitis B and C, assessment of treatment eligibility by trained providers followed by initiation and monitoring of antiviral treatment when indicated",900,1265754,0.4,900,3135188,0.5,1.265754,3.135188,Sofosbuvir at a cost of US$900 for 12 weeks,https://www.sciencedirect.com/science/article/pii/S0166354215000054,Incidence of HCV * treatment eligibility 82.7%) from literature ,"http://ghdx.healthdata.org/gbd-2016
https://www.ncbi.nlm.nih.gov/pubmed/23289640",Expert opinion,
155,HC2.1,Management of miscarriage or incomplete abortion and post abortion care,26.02,15094533,0.17,26.02,40014121,0.3,15.094533,40.014121,Table 5 direct medical costs in Ghana ($26.02) ,https://heapol.oxfordjournals.org/content/early/2016/04/01/heapol.czw032.full.pdf+html,"Table 5: Incidence of induced abortion (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,"Table 6: Safe abortion % (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
156,HC2.2,Management of miscarriage or incomplete abortion and post abortion care,8.38,15094533,0.17,8.38,40014121,0.3,15.094533,40.014121,"Per exposure, the cost of face-to-face counseling was found to be 3.08 BDT during pregnancy detection, 3.11 BDT during pregnancy confirmation, and 18.96 BDT during delivery care. Average face-to-face counseling without media = (3.08+3.11+18.96)/3 BDT",https://resource-allocation.biomedcentral.com/articles/10.1186/1478-7547-11-28,"Table 5: Incidence of induced abortion (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,"Proportion receiving safe abortion care (Guttmacher ""Adding it up"" report 2011)",
157,HC20.1,"Hepatitis B and C testing of individuals identified in the national testing policy (based on endemicity and risk level), with appropriate referral of positive individuals to trained providers",8.81776,39818280,0.16,8.81776,104371520,0.03,39.81828,104.37152,Table 1 Screening cost per person ($7.43) + Monitoring not on treatment ($15.77) for those positive (HBsAg prevalence 8.8%),https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(16)30101-2/fulltext,Hep B incidence (GBD 2016); detection rate 8.8%; assume 5-yearly testing,http://ghdx.healthdata.org/gbd-2016,HIV testing/counseling coverage as proxy (WHO GHO),
158,HC20.2,"Hepatitis B and C testing of individuals identified in the national testing policy (based on endemicity and risk level), with appropriate referral of positive individuals to trained providers",10,41685832,0.16,17.5,35706225,0.03,41.685832,35.706225,The costs of these tests range from US$10 to $25. Used $10 for LICs and $17.50 for LMICs.,https://www.sciencedirect.com/science/article/pii/S0166354215000054,Hep C incidence (GBD 2016); detection rate 13.7%; 26.8% confirmed by NAT,http://ghdx.healthdata.org/gbd-2016,HIV testing/counseling coverage as proxy (WHO GHO),
