"","Code","Intervention","Platform","HPP","Urgency","Objective","Original Unit Cost","Original Currency","Year","Country","Base population","Multiplier","Multiplier type","Multiplier2","Multiplier2 type","Multipliers","PIN","Coverage","Target Coverage","ID","exchange","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange_end","gni","gni_selected_country","gni_adjust","tradable_uc","nontradable_uc","adjusted_uc"
"122","FLH44","Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","491930","1.0","NA","1.0","NA","None","491930.0","0.03","0.8",122,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"123","FLH46","Basic skin grafting","First-level hospital",0,"Urgent","Non-health outcomes","219.0","USD","2012.0","LMIC","26379153.85","0.013","Require surgery","1.0","NA","Population","342929.0","0.03","0.8",123,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"124","FLH47","Surgery for filarial hydrocele","First-level hospital",0,"Urgent","Reduction in disability","109.5","USD","2012.0","LMIC","2872058.0","0.163","Complications","1.0","NA","Population","469103.0","0.03","0.8",124,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"125","FLH48","Trauma laparotomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","215619285.7","0.007","Require surgery","1.0","NA","Population","1509335.0","0.03","0.8",125,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"126","FLH49","Trauma-related amputations","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","227675555.6","0.0018","Require surgery","1.0","NA","Population","409816.0","0.03","0.8",126,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"127","FLH50","Tube thoracostomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","109.5","USD","2012.0","LMIC","227675542.9","0.25","Require admission","0.07","Require surgery","Population","3984322.0","0.03","0.8",127,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"128","FLH51","Assessment, provision and training in the use of assistive products, including assistive devices for hearing","First-level hospital",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","Population","5.8935023E7","0.08","0.8",128,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"129","FLH52","Compression therapy for amputations, burns, and vascular or lymphatic disorders","First-level hospital",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","Population","5.8935023E7","0.08","0.8",129,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"130","FLH53","Evaluation and acute management of swallowing dysfunction","First-level hospital",0,"Chronic","Mortality reduction: age 5+; group II-III causes","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","Population","5.8935023E7","0.08","0.8",130,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"131","FLH54","Fabrication, fitting, and training in the use of prosthetics, orthotics, and splints","First-level hospital",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","Population","5.8935023E7","0.08","0.8",131,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"132","FLH55","Initial assessment, and prescription, and provision of individualized interventions for musculoskeletal, cardiopulmonary, neurological, speech and communication, and cognitive deficits, including training in preparation for discharge","First-level hospital",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","Population","5.8935023E7","0.08","0.8",132,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"133","FLH552","Management of maternal sepsis, including early detection at health centers","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","90.52","USD","2016.0","LMIC","5218470","1.0","NA","1.0","NA","Population","5218470.0","0.5","0.8",133,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,91.798087322916,0,91.798087322916
"134","FLH56","Mobilization activities following acute injury or illness","First-level hospital",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","58935023","1.0","NA","1.0","NA","Population","5.8935023E7","0.08","0.8",134,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"135","FLH57","Prevention and relief of refractory suffering and of acute pain related to surgery, serious injury, or other serious, complex or life-limiting health problems","First-level hospital",1,"Urgent","Non-health outcomes","21.23","USD","2016.0","LMIC","22257860","1.0","NA","1.0","NA","Population","2.225786E7","0.08","0.8",135,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,6.45892640476858,14.861,21.3199264047686
"136","FLH7","Management of preterm labor with corticosteroids, including early detection at health centers","First-level hospital",1,"Urgent","Mortality reduction; under-5","36.48","USD","2016.0","LMIC","27930787.61","0.113","Preterm","1.0","Fertility, LMI","Both","3156179.0","0.5","0.8",136,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,36.9950754036674,0,36.9950754036674
"137","FLH8","Management of labor and delivery in high risk women, including operative delivery (CEmNOC)","First-level hospital",1,"Urgent","Mortality reduction; under-5","248.0","USD","2008.0","India","85725342.11","0.114","C-section","1.0","Fertility, LMI","Both","9772689.0","0.26","0.8",137,43.5051833333333,"India","2008.0",50,80.5305542396968,155.94504973946,1.9364705882353,1.35931234443884,67.1953128073894,1679.056423,2524.623902,1.50359682224925,101.13283842625,327.260845684533,428.393684110782
"138","FLH9","Surgery for ectopic pregnancy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","38.0","USD","2016.0","LMIC","291672","1.0","NA","1.0","NA","None","291672.0","0.5","0.8",138,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,38.5365368788203,0,38.5365368788203
"139","HC1","Early detection and treatment of neonatal pneumonia with oral antibiotics","Health center",1,"Urgent","Mortality reduction; under-5","7.935360825","Pounds","2002.0","United Kingdom","11572202","1.0","NA","1.0","NA","None","1.1572202E7","0.6621","0.8",139,0.667223333333333,"United Kingdom","2002.0",44,83.9744775291289,112.076937303495,1.33465477370333,1.69456953423677,0.740634463697084,44726.52721,2524.623902,0.0564457841796298,6.04611081122205,0.565016664673138,6.61112747589519
"140","HC10","Screening and management of diabetes in pregnancy (gestational diabetes or preexisting type II diabetes)","Health center",0,"Chronic","Reduction in disability","259.53","PPP","2011.0","India","85725346","1.0","Fertility, LMI","1.0","NA","Fertility","8.5725346E7","0.31","0.8",140,46.6704666666667,"India","2011.0",53,108.858360966367,155.94504973946,1.4325500435161,1.17315521153989,67.1953128073894,1679.056423,2524.623902,1.50359682224925,1.95714116740389,5.82355026179893,7.78069142920282
"141","HC11","Management of labor and delivery in low risk women (BEmNOC), including initial treatment of obstetric or delivery complications prior to transfer","Health center",1,"Urgent","Mortality reduction; under-5","84.0","USD","2008.0","India","17844152","1.0","NA","1.0","NA","None","1.7844152E7","0.26","0.8",141,43.5051833333333,"India","2008.0",50,80.5305542396968,155.94504973946,1.9364705882353,1.35931234443884,67.1953128073894,1679.056423,2524.623902,1.50359682224925,34.2546710798588,110.846415473793,145.101086553652
"142","HC12","Detection and treatment of childhood infections with danger signs (IMCI)","Health center",1,"Urgent","Mortality reduction; under-5","4.02","USD","1999.0","Tanzania","286345908","1.0","NA","1.0","NA","None","2.86345908E8","0.6621","0.8",142,744.759075,"Tanzania","1999.0",41,48.8158908751897,166.198224024889,3.40459266532321,1.87791667591526,2177.08595381578,1030.71271,2524.623902,2.4493963036509,2.2647675111538,8.0276520178471,10.2924195290009
"143","HC13","Among all individuals who are known to be HIV positive, immediate ART initiation with regular monitoring of viral load for adherence and development of resistance","Health center",1,"Chronic","Mortality reduction: age 5+; group I causes","157.0","USD","2015.0","Nigeria","11139866","1.0","NA","1.0","NA","None","1.1139866E7","0.43","0.8",143,192.440333333333,"Nigeria","2015.0",57,158.938872312753,183.853081818277,1.15675340552624,1.02836380250302,253.492,3331.449808,2524.623902,0.757815379939832,48.4359350978922,73.1364265450771,121.572361642969
"144","HC14","Psychological treatment for mood, anxiety, ADHD, and disruptive behavior disorders","Health center",0,"Chronic","Reduction in disability","56.93","USD","2012.0","LMIC","20442146","1.0","NA","1.0","NA","None","2.0442146E7","0.023","0.8",144,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,19.1145390237522,52.6549228744804,71.7694618982325
"145","HC15","Management of complications following FGM","Health center",0,"Urgent","Non-health outcomes","0.035384239619243925","USD","2010.0","Ghana","86503460","1.0","NA","1.0","NA","None","8.650346E7","0.5","0.8",145,1.431025,"Ghana","2010.0",52,100,206.685516654195,2.06685516654195,1.21232662515201,3.9098,2302.11084,2524.623902,1.09665610279651,0.0128691767403504,0.0205485457023051,0.0334177224426555
"146","HC16","Post gender-based violence care, including counseling, provision of emergency contraception, and rape-response referral (medical and judicial)","Health center",1,"Time-bound (non-urgent)","Non-health outcomes","7.7246","USD","2012.0","Ecuador","43387038","1.0","NA","1.0","NA","None","4.3387038E7","0.77","0.8",146,1,"Ecuador","2012.0",54,109.804532676033,123.575683382786,1.12541513880291,1.1191837358014,1,6073.177399,2524.623902,0.415700668058157,2.59357400567146,2.52969122988972,5.12326523556118
"147","HC17","Syndromic management of common sexual and reproductive tract infections (for example uretheral discharge, genital ulcer, and others) according to WHO guidelines","Health center",1,"Urgent","Reduction in disability","5.98","USD","1999.0","Nicaragua","198851878","1.0","NA","1.0","NA","None","1.98851878E8","0.5","0.8",147,11.80925,"Nicaragua","1999.0",41,42.6964164952416,141.700061784993,3.31878113941448,1.87791667591526,28.6209624101587,1977.292608,2524.623902,1.2768084459455,3.36898251659198,7.31883013386318,10.6878126504552
"148","HC18","Opportunistic screening for cervical cancer using visual inspection or HPV DNA testing and treatment of precancerous lesions with cryotherapy","First-level hospital",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","3.96","USD","2012.0","LMIC","74093869","1.0","NA","1.0","NA","None","7.4093869E7","0.2","0.8",148,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,1.32959027813207,3.66262944990238,4.99221972803444
"149","HC19.1","For individuals testing positive for hepatitis B and C, assessment of treatment eligibility by trained providers followed by initiation and monitoring of antiviral treatment when indicated","Health center",0,"Chronic","Mortality reduction: age 5+; group I causes","121.76","USD","2013.0","The Gambia","45923468.75","0.32","Treatment eligibility","1.0","NA","Population","1.469551E7","0.03","0.8",149,35.9575868341651,"The Gambia","2013.0",55,115.482333219833,140.127145838956,1.21340764368009,1.07866364403366,43.8846335946905,664.8185149,2524.623902,3.79746328572053,39.4014255892615,321.796303360105,361.197728949366
"150","HC19.2","For individuals testing positive for hepatitis B and C, assessment of treatment eligibility by trained providers followed by initiation and monitoring of antiviral treatment when indicated","Health center",0,"Chronic","Mortality reduction: age 5+; group I causes","900.0","USD","2012.0","Egypt","3791037.485","0.827","Treatment eligibility","1.0","NA","Population","3135188.0","0.03","0.8",150,6.05605833333333,"Egypt","2012.0",54,117.887725975262,178.457025055503,1.51378800107613,1.1191837358014,10.0254007885465,3824.004854,2524.623902,0.660204157261773,302.179608666379,380.340145998014,682.519754664393
"151","HC2.1","Management of miscarriage or incomplete abortion and post abortion care","Health center",1,"Urgent","Non-health outcomes","16.87","USD","2012.0","Ghana","40014121","1.0","NA","1.0","NA","None","4.0014121E7","0.3","0.8",151,1.79581666666667,"Ghana","2012.0",54,116.475091832939,206.685516654195,1.7745040025437,1.1191837358014,3.9098,2302.11084,2524.623902,1.09665610279651,5.6641888868909,10.5552377809377,16.2194266678286
"152","HC2.2","Management of miscarriage or incomplete abortion and post abortion care","Health center",1,"Urgent","Non-health outcomes","8.38","BDT","2011.0","Bangladesh","40014121","1.0","NA","1.0","NA","None","4.0014121E7","0.3","0.8",152,74.1524,"Bangladesh","2011.0",53,111.39516515524,152.529140322278,1.36926176382713,1.17315521153989,78.4680916666667,1287.265014,2524.623902,1.96123088450534,0.0397736580584215,0.200753983853623,0.240527641912045
"153","HC20.1","Hepatitis B and C testing of individuals identified in the national testing policy (based on endemicity and risk level), with appropriate referral of positive individuals to trained providers","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","8.81776","USD","2013.0","The Gambia","5930200000","0.088","Detection rate","0.2","5-yearly","Population","1.0437152E8","0.03","0.8",153,35.9575868341651,"The Gambia","2013.0",55,115.482333219833,140.127145838956,1.21340764368009,1.07866364403366,43.8846335946905,664.8185149,2524.623902,3.79746328572053,2.85341914014427,23.3042261162664,26.1576452564107
"154","HC20.2","Hepatitis B and C testing of individuals identified in the national testing policy (based on endemicity and risk level), with appropriate referral of positive individuals to trained providers","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","17.5","USD","2012.0","LMIC","972497684.9","0.137","Detection rate","0.268","NAT","Population","3.5706225E7","0.03","0.8",154,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,5.87571461295737,16.1858624680029,22.0615770809603
"155","HC21.1","Partner notification and expedited treatment for common STIs, including HIV","Health center",0,"Urgent","Mortality reduction: age 5+; group I causes","0.25","USD","2007.0","Kenya","272456000","1.0","NA","1.0","NA","None","2.72456E8","0.5","0.8",155,67.3176381242857,"Kenya","2007.0",49,69.7546612757899,159.647316938312,2.28869747223218,1.4246097187023,101.504369498594,1371.233332,2524.623902,1.84113370283796,0.106845728902672,0.489052967974009,0.595898696876681
"156","HC21.2","Partner notification and expedited treatment for common STIs, including HIV","Health center",0,"Urgent","Mortality reduction: age 5+; group I causes","2.92","USD","2016.0","LMIC","198851878","1.0","NA","1.0","NA","None","1.98851878E8","0.5","0.8",156,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,2.96122862331987,0,2.96122862331987
"157","HC22","PrEP for discordant couples and others at high risk of infection such as commercial sex workers (in high prevalence settings)","Health center",0,"Chronic","Mortality reduction: age 5+; group I causes","200.0","USD","2011.0","South Africa","268778760","0.05","High-risk","1.0","NA","Population","1.3438938E7","0.43","0.8",157,7.26113213232735,"South Africa","2011.0",53,105.017157732813,138.859306590936,1.32225352112676,1.17315521153989,14.7096108855267,6448.973567,2524.623902,0.391476856862732,70.3893126923936,35.7727243415906,106.162037033984
"158","HC23","Provider-initiated testing and counseling for HIV, STIs, and hepatitis, for all in contact with health system in high-prevalence settings, including prenatal care with appropriate referral or linkage to care including immediate ART initiation for those testing positive for HIV","Health center",1,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","9.355","USD","2009.0","Swaziland","227742370","1.0","NA","1.0","NA","None","2.2774237E8","0.03","0.8",158,2.745,"Swaziland","2009.0",51,95.6853221296671,146.041620206143,1.52626982859749,1.24792334183865,6.22863027848979,4313.890984,2524.623902,0.585231270647242,3.50229685887016,2.57780742860565,6.08010428747581
"159","HC24","As resources permit, hepatitis B vaccination of high-risk populations, including healthcare workers, PWID, MSM, household contacts, and persons with multiple sex partners","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.67","USD","2016.0","LMIC","2671721000","0.003","Health workers density","1.0","NA","Population","8015163.0","0.5","0.8",159,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.203837997701128,0.469,0.672837997701128
"160","HC25","Provision of voluntary medical male circumcision service in settings with high prevalence of HIV","Health center",1,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","38.33","USD","2009.0","Kenya","294071","1.0","NA","1.0","NA","None","294071.0","0.0","0.8",160,77.352012297579,"Kenya","2009.0",51,96.1895575526589,159.647316938312,1.65971568016532,1.24792334183865,101.504369498594,1371.233332,2524.623902,1.84113370283796,14.3498705078026,62.4802505892049,76.8301210970075
"161","HC26","Symptomatic screening and chest radiograph for PLHIV and children under five who are close contacts or household members of individuals with active TB; if no active TB, provision of isoniazid preventive therapy according to current WHO guidelines","Health center",0,"Chronic","Mortality reduction: age 5+; group I causes","48.93","USD","2003.0","Uganda","11193840","0.1","No co-infection","1.0","NA","Population","1119384.0","0.25","0.8",161,1963.72008333333,"Uganda","2003.0",45,59.278386250326,158.52031485061,2.67416717758133,1.64668398742473,3420.09800724736,739.9446253,2524.623902,3.41190923709518,24.1716742514076,179.432170125115,203.603844376522
"162","HC27.1","Diagnosis of TB, including assessment of rifampicin resistance using rapid molecular diagnostics (UltraXpert), and initiation of first-line treatment per current WHO guidelines for drug-susceptible TB; referral for confirmation, further assessment of drug resistance, and treatment of drug-resistant TB","Health center",1,"Chronic","Mortality reduction: age 5+; group I causes","206.805","USD","2011.0","South Africa","4690081.633","0.98","Drug-sensitive","0.8","Tested","Population","3677024.0","0.54","0.8",162,7.26113213232735,"South Africa","2011.0",53,105.017157732813,138.859306590936,1.32225352112676,1.17315521153989,14.7096108855267,6448.973567,2524.623902,0.391476856862732,72.7843090567523,36.9898912873132,109.774200344065
"163","HC27.2","Diagnosis of TB, including assessment of rifampicin resistance using rapid molecular diagnostics (UltraXpert), and initiation of first-line treatment per current WHO guidelines for drug-susceptible TB; referral for confirmation, further assessment of drug resistance, and treatment of drug-resistant TB","Health center",1,"Chronic","Mortality reduction: age 5+; group I causes","455.0","USD","2011.0","South Africa","4690081.633","0.98","Drug-sensitive","0.2","Retreatment","Population","919256.0","0.54","0.8",163,7.26113213232735,"South Africa","2011.0",53,105.017157732813,138.859306590936,1.32225352112676,1.17315521153989,14.7096108855267,6448.973567,2524.623902,0.391476856862732,160.135686375195,81.3829478771186,241.518634252314
"164","HC28","Screening for HIV in all individuals with a diagnosis of active TB; if HIV infection is present, start (or refer for) ARV treatment and HIV care","Health center",1,"Chronic","Mortality reduction: age 5+; group I causes","2.44","USD","2016.0","LMIC","4690082","1.0","NA","1.0","NA","None","4690082.0","0.51","0.8",164,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,2.47445131537688,0,2.47445131537688
"165","HC29","Screening for latent TB infection following a new diagnosis of HIV, followed by yearly screening among PLHIV at high risk of TB exposure; initiation of isoniazid preventive therapy among all individuals who screen positive but do not have evidence of active TB","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","8.71","USD","2003.0","Uganda","1218366","1.0","NA","1.0","NA","None","1218366.0","0.43","0.8",165,1963.72008333333,"Uganda","2003.0",45,59.278386250326,158.52031485061,2.67416717758133,1.64668398742473,3420.09800724736,739.9446253,2524.623902,3.41190923709518,4.30278525914083,31.9406131573625,36.2433984165033
"166","HC3","Management of preterm premature rupture of membranes, including administration of antibotics","Health center",1,"Urgent","Mortality reduction; under-5","4.6","USD","2016.0","LMIC","7677775","1.0","NA","1.0","NA","None","7677775.0","0.5","0.8",166,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,4.66494920112035,0,4.66494920112035
"167","HC30.1","Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care","Health center",1,"Urgent","Mortality reduction: age 5+; group I causes","0.6666666667","USD","2004.0","India","86208154.5","0.6666666666666666","Outpatient","1.0","NA","Population","5.7472103E7","0.49","0.8",167,45.3164666666667,"India","2004.0",46,63.3536380862151,155.94504973946,2.46150109844113,1.59811358115263,67.1953128073894,1679.056423,2524.623902,1.50359682224925,0.319622716246508,1.16481049383743,1.48443321008394
"168","HC30.2","Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care","Health center",1,"Urgent","Mortality reduction: age 5+; group I causes","7.83","USD","2012.0","India","86208154.5","0.6666666666666666","Outpatient","1.0","NA","Population","5.7472103E7","0.49","0.8",168,53.4372333333333,"India","2012.0",54,118.995736617717,155.94504973946,1.31050955414012,1.1191837358014,67.1953128073894,1679.056423,2524.623902,1.50359682224925,2.6289625953975,8.58887688607761,11.2178394814751
"169","HC30.3","Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care","Health center",1,"Urgent","Mortality reduction: age 5+; group I causes","3.506666667","USD","2010.0","Bangladesh","86208154.5","0.6666666666666666","Outpatient","1.0","NA","Population","5.7472103E7","0.49","0.8",169,69.6492916666667,"Bangladesh","2010.0",52,100,152.529140322278,1.52529140322278,1.21232662515201,78.4680916666667,1287.265014,2524.623902,1.96123088450534,1.27536760978114,6.51774979445361,7.79311740423476
"170","HC32","Provision of insecticide-treated nets to children and pregnant women attending health centers","Health center",0,"Time-bound (non-urgent)","Mortality reduction; under-5","8.52","USD","2012.0","Kenya","76272105","1.0","NA","1.0","NA","None","7.6272105E7","0.5","0.8",170,84.5296017573529,"Kenya","2012.0",54,124.715258324443,159.647316938312,1.28009450554153,1.1191837358014,101.504369498594,1371.233332,2524.623902,1.84113370283796,2.86063362870839,11.7054760662957,14.5661096950041
"171","HC33","Identify and refer to higher levels of health care patients with signs of progressive illness","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",171,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"172","HC34","Stockpile and consider treating early high risk patients with anti viral medications according to nationally endorsed guidelines","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2671721030","1.0","NA","1.0","NA","None","2.67172103E9","0.08","0.8",172,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"173","HC35","Annual flu vaccination and pneumococcal vaccine every five years for individuals with underlying lung disease","Health center",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","4.92","USD","2016.0","LMIC","179642446","1.0","NA","1.0","NA","None","1.79642446E8","0.08","0.8",173,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,1.4968402219247,3.444,4.9408402219247
"174","HC36.1","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk","Health center",0,"Chronic","Mortality reduction: age 5+; group II-III causes","41.0","USD","2001.0","LMIC","135495214","1.0","NA","1.0","NA","None","1.35495214E8","0.31","0.8",174,22.05786167,"LMIC","2001.0",43,53.2410897836615,152.690592483955,2.86790884830484,1.76030083562665,67.19531281,2524.623902,2524.623902,1,21.6517002782078,82.3089839463488,103.960684224557
"175","HC36.2","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk","Health center",0,"Chronic","Mortality reduction: age 5+; group II-III causes","1.0","USD","2012.0","South Africa","1036800577","1.0","NA","1.0","NA","None","1.036800577E9","0.31","0.8",175,8.20996862659331,"South Africa","2012.0",54,111.028280676843,138.859306590936,1.25066609826282,1.1191837358014,14.7096108855267,6448.973567,2524.623902,0.391476856862732,0.335755120740421,0.191287161806448,0.527042282546869
"176","HC37","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Health center",0,"Chronic","Mortality reduction: age 5+; group II-III causes","52.77","USD","2016.0","LMIC","146016745","1.0","NA","1.0","NA","None","1.46016745E8","0.08","0.8",176,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,16.0545240875948,36.939,52.9935240875948
"177","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction","Health center",1,"Urgent","Mortality reduction: age 5+; group II-III causes","0.05","USD","2016.0","LMIC","738258134.4","0.0126","DK","0.381","DK","None","3544082.0","0.31","0.8",177,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0152117908732185,0.035,0.0502117908732185
"178","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes","Health center",0,"Chronic","Mortality reduction: age 5+; group II-III causes","46.22","USD","2012.0","Tanzania","66142298.67","0.75","Proteinuria","1.0","NA","Population","4.9606724E7","0.31","0.8",178,1571.69799856913,"Tanzania","2012.0",54,130.722757255987,166.198224024889,1.27137942553822,1.1191837358014,2177.08595381578,1030.71271,2524.623902,2.4493963036509,15.5186016806223,72.7370599269745,88.2556616075967
"179","HC4","Provision of condoms and hormonal contraceptives, including emergency contraceptives","Health center",1,"Time-bound (non-urgent)","Non-health outcomes","10.18","USD","2016.0","LMIC","348057453","1.0","NA","1.0","NA","None","3.48057453E8","0.65","0.8",179,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,10.3237354059576,0,10.3237354059576
"180","HC40","Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care","Health center",1,"Chronic","Mortality reduction: age 5+; group II-III causes","125.4","USD","2008.0","Thailand","147093717.5","0.8","Require meds","1.0","NA","Population","1.17674974E8","0.31","0.8",180,33.3133006412338,"Thailand","2008.0",50,97.6806635321804,110.550946791118,1.13175876159663,1.35931234443884,35.2963833333333,5720.743348,2524.623902,0.441310464116979,51.1373303977892,41.3791079508485,92.5164383486377
"181","HC41","Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease","Health center",1,"Chronic","Mortality reduction: age 5+; group II-III causes","0.37","USD","2010.0","Cuba","789508533","1.0","NA","1.0","NA","None","7.89508533E8","0.31","0.8",181,1,"Cuba","2010.0",52,100,114.732185103194,1.14732185103194,1.21232662515201,1,7110.409888,2524.623902,0.355060248532328,0.134568255391873,0.105508410827658,0.240076666219531
"182","HC42","Treatment of acute pharyngitis in children to prevent rheumatic fever","Health center",1,"Urgent","Mortality reduction: age 5+; group II-III causes","0.37","USD","2010.0","Cuba","789508533","1.0","NA","1.0","NA","None","7.89508533E8","0.31","0.8",182,1,"Cuba","2010.0",52,100,114.732185103194,1.14732185103194,1.21232662515201,1,7110.409888,2524.623902,0.355060248532328,0.134568255391873,0.105508410827658,0.240076666219531
